firm_id,num_dir,num_dir_gov,profit,employee,age,industry,gov_rate
562,7,7,0.0,469,76,Tech,1.0
563,7,6,0.0,207,4,Manufacturing,0.8571428571428571
564,9,7,0.0,102,23,Health,0.7777777777777778
565,6,6,0.0,361,63,Tech,1.0
566,9,8,4.76,94,66,Finance,0.8888888888888888
567,5,5,0.0,132,31,Finance,1.0
568,10,7,2.42,306,33,Tech,0.7
569,10,5,13.18,457,69,Finance,0.5
570,6,5,0.0,58,50,Retail,0.8333333333333334
571,9,6,2.89,236,67,Health,0.6666666666666666
572,9,5,10.86,288,65,Retail,0.5555555555555556
573,5,5,0.0,316,84,Manufacturing,1.0
574,8,6,4.88,204,38,Tech,0.75
575,6,6,7.34,105,79,Finance,1.0
576,10,7,12.24,108,60,Manufacturing,0.7
577,11,7,0.0,414,39,Manufacturing,0.6363636363636364
578,7,7,8.75,308,13,Health,1.0
579,8,8,1.42,81,24,Retail,1.0
580,11,7,0.0,215,24,Tech,0.6363636363636364
581,8,8,0.05,245,67,Manufacturing,1.0
582,9,5,13.59,382,52,Retail,0.5555555555555556
583,11,7,2.6,139,92,Retail,0.6363636363636364
584,8,7,0.0,261,23,Health,0.875
585,7,5,6.4,353,1,Manufacturing,0.7142857142857143
586,10,7,0.0,495,47,Manufacturing,0.7
587,9,7,0.0,94,52,Manufacturing,0.7777777777777778
588,6,6,0.0,429,47,Manufacturing,1.0
589,5,5,0.0,379,27,Finance,1.0
590,8,8,0.0,259,85,Retail,1.0
591,9,6,0.0,429,78,Retail,0.6666666666666666
592,6,6,2.35,254,71,Manufacturing,1.0
593,7,5,0.0,218,31,Finance,0.7142857142857143
594,11,6,1.27,379,84,Retail,0.5454545454545454
595,7,6,9.69,162,3,Finance,0.8571428571428571
596,8,8,0.0,336,15,Health,1.0
597,7,6,4.86,480,62,Manufacturing,0.8571428571428571
598,8,6,0.0,89,4,Finance,0.75
599,11,7,0.0,370,74,Tech,0.6363636363636364
600,10,6,0.0,190,50,Manufacturing,0.6
601,7,5,0.0,414,11,Health,0.7142857142857143
602,9,8,0.0,351,71,Manufacturing,0.8888888888888888
603,7,5,0.0,67,71,Health,0.7142857142857143
604,9,6,0.0,380,28,Finance,0.6666666666666666
605,8,8,0.0,366,98,Health,1.0
606,11,8,3.69,182,52,Manufacturing,0.7272727272727273
607,6,5,0.0,460,77,Manufacturing,0.8333333333333334
608,6,6,0.0,319,7,Manufacturing,1.0
609,10,7,4.2,266,60,Finance,0.7
610,11,6,7.25,383,73,Tech,0.5454545454545454
611,10,5,0.0,475,88,Retail,0.5
612,5,5,5.38,80,51,Manufacturing,1.0
613,8,5,5.78,204,88,Manufacturing,0.625
614,9,7,0.0,273,51,Finance,0.7777777777777778
615,10,7,11.69,170,37,Health,0.7
616,5,5,8.16,248,37,Retail,1.0
617,10,8,0.0,243,46,Finance,0.8
618,9,5,0.0,58,74,Finance,0.5555555555555556
619,10,5,9.3,73,28,Tech,0.5
620,10,7,8.24,217,35,Tech,0.7
621,11,5,0.0,54,60,Tech,0.45454545454545453
622,7,7,0.0,106,59,Tech,1.0
623,8,8,0.0,334,88,Health,1.0
624,9,5,6.12,151,86,Tech,0.5555555555555556
625,6,6,3.28,288,56,Finance,1.0
626,6,5,0.0,122,28,Retail,0.8333333333333334
627,10,6,4.51,68,26,Manufacturing,0.6
628,8,7,5.35,472,73,Manufacturing,0.875
629,10,6,0.0,140,96,Tech,0.6
630,8,8,0.0,295,75,Finance,1.0
631,11,6,9.08,324,21,Retail,0.5454545454545454
632,6,5,10.84,450,22,Finance,0.8333333333333334
633,11,8,3.69,106,29,Finance,0.7272727272727273
634,8,5,4.68,236,98,Retail,0.625
635,11,8,0.0,364,43,Manufacturing,0.7272727272727273
636,8,6,0.49,235,67,Retail,0.75
637,5,5,0.53,378,15,Retail,1.0
638,11,7,0.0,466,65,Tech,0.6363636363636364
639,11,6,0.0,95,100,Health,0.5454545454545454
640,9,6,3.29,387,89,Retail,0.6666666666666666
641,7,7,0.0,287,74,Retail,1.0
642,9,7,0.0,274,72,Tech,0.7777777777777778
643,7,6,0.0,251,46,Health,0.8571428571428571
644,9,5,0.78,357,20,Health,0.5555555555555556
645,7,6,0.0,359,84,Finance,0.8571428571428571
646,5,5,7.89,178,64,Retail,1.0
647,5,5,2.13,172,80,Tech,1.0
648,11,5,7.79,178,59,Tech,0.45454545454545453
649,11,8,8.84,200,9,Tech,0.7272727272727273
650,10,7,2.81,118,14,Manufacturing,0.7
651,7,5,0.0,57,71,Manufacturing,0.7142857142857143
652,9,6,3.22,134,38,Tech,0.6666666666666666
653,7,5,4.18,433,52,Health,0.7142857142857143
654,9,6,10.13,183,29,Manufacturing,0.6666666666666666
655,9,6,2.52,246,88,Tech,0.6666666666666666
656,11,5,0.0,267,32,Tech,0.45454545454545453
657,5,5,0.0,464,19,Tech,1.0
658,8,5,0.0,233,87,Finance,0.625
659,7,5,6.86,405,28,Health,0.7142857142857143
660,9,6,4.28,440,46,Finance,0.6666666666666666
661,10,7,0.03,247,89,Manufacturing,0.7
662,7,7,11.06,162,44,Health,1.0
663,6,5,2.49,331,37,Retail,0.8333333333333334
664,8,6,0.0,159,57,Health,0.75
665,11,6,0.0,246,72,Finance,0.5454545454545454
666,6,5,0.0,75,16,Manufacturing,0.8333333333333334
667,8,6,0.0,138,27,Tech,0.75
668,10,7,0.0,235,5,Manufacturing,0.7
669,7,5,0.0,66,87,Retail,0.7142857142857143
670,7,5,0.0,226,11,Tech,0.7142857142857143
671,5,5,0.0,342,14,Finance,1.0
672,11,6,12.02,298,31,Manufacturing,0.5454545454545454
673,7,5,0.0,231,46,Manufacturing,0.7142857142857143
674,7,5,4.5,351,47,Health,0.7142857142857143
675,7,6,0.0,351,1,Manufacturing,0.8571428571428571
676,6,6,9.26,139,66,Health,1.0
677,7,6,0.0,390,88,Finance,0.8571428571428571
678,9,7,0.63,95,65,Retail,0.7777777777777778
679,6,6,8.88,495,100,Tech,1.0
680,10,8,9.34,257,31,Tech,0.8
681,11,8,6.58,448,56,Tech,0.7272727272727273
682,6,6,0.0,244,15,Finance,1.0
683,5,5,0.0,413,66,Tech,1.0
684,9,8,3.5,302,99,Retail,0.8888888888888888
685,7,7,8.65,265,1,Health,1.0
686,10,8,3.58,349,29,Health,0.8
687,7,5,3.95,410,96,Retail,0.7142857142857143
688,7,7,0.0,176,12,Tech,1.0
689,10,8,6.43,229,81,Health,0.8
690,5,5,0.0,55,17,Tech,1.0
691,8,6,0.0,342,51,Finance,0.75
692,11,8,1.39,73,42,Retail,0.7272727272727273
693,9,8,0.68,118,100,Manufacturing,0.8888888888888888
694,10,6,0.0,298,93,Tech,0.6
695,10,7,0.0,363,94,Health,0.7
696,11,7,3.8,462,52,Retail,0.6363636363636364
697,9,7,0.0,145,3,Finance,0.7777777777777778
698,9,7,3.51,149,66,Tech,0.7777777777777778
699,10,7,0.0,408,5,Tech,0.7
700,6,6,0.82,269,55,Retail,1.0
701,6,5,0.95,258,72,Finance,0.8333333333333334
702,8,7,0.0,247,13,Health,0.875
703,10,5,1.44,131,89,Health,0.5
704,8,6,0.0,368,96,Health,0.75
705,7,5,0.0,354,24,Retail,0.7142857142857143
706,5,5,8.94,227,11,Manufacturing,1.0
707,5,5,0.0,84,53,Retail,1.0
708,9,6,9.74,475,92,Health,0.6666666666666666
709,6,5,0.0,101,29,Finance,0.8333333333333334
710,9,5,7.68,343,13,Manufacturing,0.5555555555555556
711,8,8,5.52,84,36,Health,1.0
712,9,7,3.8,227,79,Retail,0.7777777777777778
713,5,5,0.0,305,7,Retail,1.0
714,5,5,0.0,200,51,Health,1.0
715,7,5,0.0,420,10,Finance,0.7142857142857143
716,5,5,8.91,273,54,Health,1.0
717,8,7,9.62,358,57,Finance,0.875
718,11,8,12.05,240,28,Manufacturing,0.7272727272727273
719,11,6,0.0,231,90,Manufacturing,0.5454545454545454
720,9,5,9.75,89,25,Tech,0.5555555555555556
721,6,5,9.16,389,29,Tech,0.8333333333333334
722,10,6,0.0,296,38,Finance,0.6
723,11,8,0.0,253,69,Tech,0.7272727272727273
724,7,6,7.88,145,72,Health,0.8571428571428571
725,10,7,3.76,112,39,Tech,0.7
726,9,8,9.77,483,52,Health,0.8888888888888888
727,5,5,0.0,441,26,Tech,1.0
728,8,7,7.71,377,80,Manufacturing,0.875
729,6,5,0.0,370,87,Tech,0.8333333333333334
730,10,5,0.0,265,19,Tech,0.5
731,7,5,0.0,269,37,Finance,0.7142857142857143
732,10,8,8.43,378,88,Retail,0.8
733,8,5,5.09,500,57,Retail,0.625
734,6,6,0.0,66,77,Manufacturing,1.0
735,10,8,0.0,169,9,Tech,0.8
736,6,6,7.85,400,91,Finance,1.0
737,7,5,0.65,313,12,Finance,0.7142857142857143
738,9,5,12.0,72,64,Tech,0.5555555555555556
739,6,5,0.0,331,72,Tech,0.8333333333333334
740,7,5,0.54,268,13,Health,0.7142857142857143
741,8,6,0.0,374,43,Finance,0.75
742,7,6,0.0,93,37,Retail,0.8571428571428571
743,11,8,7.59,245,58,Health,0.7272727272727273
744,9,5,4.92,173,42,Finance,0.5555555555555556
745,8,6,0.0,188,57,Tech,0.75
746,11,7,12.91,58,11,Retail,0.6363636363636364
747,7,7,0.0,415,100,Tech,1.0
748,5,5,1.45,445,78,Health,1.0
749,8,6,10.5,292,87,Tech,0.75
750,5,5,3.06,249,53,Finance,1.0
751,5,5,0.0,430,87,Tech,1.0
752,11,6,14.2,241,72,Finance,0.5454545454545454
753,11,6,8.75,290,82,Retail,0.5454545454545454
754,9,8,0.0,157,69,Manufacturing,0.8888888888888888
755,11,5,0.0,358,49,Retail,0.45454545454545453
756,9,8,7.35,198,95,Retail,0.8888888888888888
757,6,6,1.11,81,74,Retail,1.0
758,7,5,4.1,436,99,Finance,0.7142857142857143
759,9,5,12.77,417,65,Retail,0.5555555555555556
760,10,5,8.9,302,41,Tech,0.5
761,11,6,0.0,162,21,Retail,0.5454545454545454
762,7,7,0.0,471,74,Retail,1.0
763,9,8,0.0,52,99,Retail,0.8888888888888888
764,8,7,4.92,184,59,Manufacturing,0.875
765,7,5,0.0,356,44,Retail,0.7142857142857143
766,10,7,4.65,258,90,Health,0.7
767,10,8,7.05,143,78,Health,0.8
768,10,8,8.78,294,32,Manufacturing,0.8
769,5,5,0.0,336,51,Finance,1.0
770,10,6,12.08,353,97,Tech,0.6
771,8,7,0.0,125,20,Health,0.875
772,6,6,6.32,325,44,Finance,1.0
773,11,6,0.0,409,56,Tech,0.5454545454545454
774,11,5,3.04,161,61,Retail,0.45454545454545453
775,6,6,5.81,74,50,Retail,1.0
776,5,5,0.0,439,12,Retail,1.0
777,5,5,0.0,462,31,Tech,1.0
778,9,6,9.1,137,71,Retail,0.6666666666666666
779,10,6,8.47,210,32,Finance,0.6
780,8,8,2.41,388,73,Retail,1.0
781,5,5,3.79,207,12,Manufacturing,1.0
782,6,6,0.82,237,20,Health,1.0
783,7,6,0.0,203,43,Tech,0.8571428571428571
784,9,8,0.0,304,27,Retail,0.8888888888888888
785,9,6,0.0,406,2,Finance,0.6666666666666666
786,5,5,8.61,257,23,Health,1.0
787,9,5,7.06,161,26,Retail,0.5555555555555556
788,9,5,1.44,165,47,Retail,0.5555555555555556
789,6,6,0.0,62,16,Health,1.0
790,7,7,8.68,312,12,Retail,1.0
791,9,7,0.0,439,53,Manufacturing,0.7777777777777778
792,11,5,5.05,268,16,Retail,0.45454545454545453
793,8,6,2.52,126,43,Tech,0.75
794,7,5,4.48,184,63,Tech,0.7142857142857143
795,10,5,0.0,340,48,Retail,0.5
796,9,5,12.36,287,62,Health,0.5555555555555556
797,6,5,9.6,389,90,Health,0.8333333333333334
798,7,5,3.45,131,6,Retail,0.7142857142857143
799,10,8,5.82,419,81,Tech,0.8
800,10,5,12.55,352,13,Manufacturing,0.5
801,7,6,6.42,51,50,Retail,0.8571428571428571
802,11,5,0.0,345,46,Finance,0.45454545454545453
803,8,6,1.12,350,43,Manufacturing,0.75
804,9,5,6.2,415,83,Tech,0.5555555555555556
805,11,5,2.9,423,62,Health,0.45454545454545453
806,11,7,6.73,353,96,Finance,0.6363636363636364
807,6,6,7.45,116,13,Retail,1.0
808,8,5,12.37,62,77,Tech,0.625
809,6,6,0.35,466,37,Retail,1.0
810,6,5,0.0,66,90,Finance,0.8333333333333334
811,6,5,10.76,331,86,Manufacturing,0.8333333333333334
812,7,6,8.66,286,11,Tech,0.8571428571428571
813,10,7,0.0,99,45,Retail,0.7
814,6,5,9.39,80,15,Retail,0.8333333333333334
815,6,6,6.24,199,5,Tech,1.0
816,6,6,0.0,179,62,Manufacturing,1.0
817,11,8,4.16,232,74,Finance,0.7272727272727273
818,7,5,1.0,196,62,Tech,0.7142857142857143
819,10,5,0.0,435,11,Tech,0.5
820,10,7,0.0,146,78,Tech,0.7
821,6,6,5.11,405,56,Health,1.0
822,10,7,0.0,122,9,Tech,0.7
823,5,5,0.0,177,75,Health,1.0
824,9,7,0.96,426,85,Manufacturing,0.7777777777777778
825,11,7,3.38,326,1,Tech,0.6363636363636364
826,8,5,11.39,272,2,Retail,0.625
827,6,5,0.0,428,93,Retail,0.8333333333333334
828,8,8,0.0,474,96,Retail,1.0
829,11,6,10.27,440,61,Manufacturing,0.5454545454545454
830,5,5,0.0,290,12,Health,1.0
831,10,6,0.0,154,27,Manufacturing,0.6
832,6,6,0.0,98,27,Manufacturing,1.0
833,11,8,0.0,185,7,Manufacturing,0.7272727272727273
834,7,6,0.0,127,24,Manufacturing,0.8571428571428571
835,11,7,2.82,187,11,Finance,0.6363636363636364
836,7,7,0.0,125,64,Finance,1.0
837,9,7,9.32,435,75,Health,0.7777777777777778
838,8,7,0.0,387,7,Tech,0.875
839,6,5,4.17,145,100,Retail,0.8333333333333334
840,7,6,5.9,343,98,Finance,0.8571428571428571
841,8,8,0.0,490,86,Manufacturing,1.0
842,9,8,5.09,256,93,Finance,0.8888888888888888
843,8,7,0.0,126,7,Health,0.875
844,5,5,8.6,105,40,Tech,1.0
845,10,7,0.0,310,58,Tech,0.7
846,11,8,0.0,290,87,Tech,0.7272727272727273
847,9,5,0.0,188,94,Health,0.5555555555555556
848,11,7,11.69,204,23,Manufacturing,0.6363636363636364
849,10,5,4.67,348,8,Finance,0.5
850,9,8,3.46,291,91,Retail,0.8888888888888888
851,6,5,0.0,281,59,Tech,0.8333333333333334
852,8,6,7.92,164,98,Retail,0.75
853,5,5,0.0,373,94,Manufacturing,1.0
854,10,8,11.24,366,38,Finance,0.8
855,5,5,0.0,314,87,Health,1.0
856,7,5,0.0,431,96,Manufacturing,0.7142857142857143
857,11,7,0.0,102,14,Finance,0.6363636363636364
858,9,5,4.72,181,83,Finance,0.5555555555555556
859,8,6,4.7,59,16,Health,0.75
860,5,5,0.0,162,90,Finance,1.0
861,5,5,6.69,405,26,Health,1.0
862,8,7,0.0,309,42,Finance,0.875
863,11,8,4.88,418,56,Finance,0.7272727272727273
864,10,7,3.34,93,93,Manufacturing,0.7
865,5,5,0.0,75,57,Retail,1.0
866,7,7,2.97,244,96,Finance,1.0
867,7,6,0.0,398,68,Finance,0.8571428571428571
868,8,8,0.0,340,22,Finance,1.0
869,9,5,10.94,84,67,Health,0.5555555555555556
870,6,5,11.31,500,15,Finance,0.8333333333333334
871,5,5,0.0,111,86,Finance,1.0
872,11,6,0.72,65,31,Tech,0.5454545454545454
873,7,6,5.68,338,29,Retail,0.8571428571428571
874,6,6,0.0,247,4,Retail,1.0
875,11,6,0.0,80,53,Finance,0.5454545454545454
876,7,5,0.0,106,87,Health,0.7142857142857143
877,9,5,7.92,184,3,Health,0.5555555555555556
878,9,6,7.76,332,76,Manufacturing,0.6666666666666666
879,8,5,0.0,351,39,Health,0.625
880,10,5,0.0,123,90,Retail,0.5
881,6,6,0.0,236,10,Finance,1.0
882,7,5,4.27,311,14,Health,0.7142857142857143
883,9,7,0.0,434,52,Finance,0.7777777777777778
884,6,6,0.0,474,39,Retail,1.0
885,7,7,4.72,468,43,Tech,1.0
886,10,5,0.0,341,60,Health,0.5
887,11,7,7.7,69,6,Manufacturing,0.6363636363636364
888,6,5,0.0,365,86,Tech,0.8333333333333334
889,10,8,0.0,238,30,Finance,0.8
890,6,6,0.0,497,3,Tech,1.0
891,7,7,4.46,346,13,Finance,1.0
892,8,6,12.48,298,68,Tech,0.75
893,11,8,7.66,395,94,Tech,0.7272727272727273
894,7,6,0.43,303,27,Tech,0.8571428571428571
895,10,7,6.19,488,69,Health,0.7
896,9,7,0.0,275,85,Manufacturing,0.7777777777777778
897,6,5,0.0,327,84,Tech,0.8333333333333334
898,11,6,11.74,456,97,Retail,0.5454545454545454
899,10,5,0.0,333,88,Tech,0.5
900,5,5,0.0,259,66,Retail,1.0
901,10,6,0.0,301,50,Health,0.6
902,9,5,0.0,252,4,Manufacturing,0.5555555555555556
903,9,7,0.0,353,59,Finance,0.7777777777777778
904,5,5,2.72,349,95,Retail,1.0
905,9,8,0.0,439,100,Retail,0.8888888888888888
906,7,7,8.0,466,92,Manufacturing,1.0
907,5,5,5.47,65,80,Tech,1.0
908,8,5,0.0,377,42,Finance,0.625
909,10,5,1.38,400,55,Health,0.5
910,5,5,0.0,419,15,Health,1.0
911,5,5,1.57,111,60,Finance,1.0
912,6,6,0.0,217,91,Manufacturing,1.0
913,9,7,3.8,455,41,Tech,0.7777777777777778
914,6,5,1.03,397,34,Finance,0.8333333333333334
915,10,6,5.71,378,70,Manufacturing,0.6
916,5,5,0.66,56,23,Manufacturing,1.0
917,8,7,0.0,118,19,Health,0.875
918,6,5,10.26,334,79,Retail,0.8333333333333334
919,11,6,10.05,411,84,Manufacturing,0.5454545454545454
920,6,5,0.0,54,34,Manufacturing,0.8333333333333334
921,11,5,12.61,304,4,Retail,0.45454545454545453
922,9,8,0.0,159,98,Retail,0.8888888888888888
923,10,6,12.77,295,34,Health,0.6
924,5,5,6.72,174,68,Manufacturing,1.0
925,7,5,0.45,421,86,Health,0.7142857142857143
926,8,7,0.0,495,44,Retail,0.875
927,11,7,0.18,147,15,Health,0.6363636363636364
928,11,7,4.6,365,34,Tech,0.6363636363636364
929,6,6,2.75,99,85,Retail,1.0
930,7,5,0.0,321,65,Tech,0.7142857142857143
931,10,5,0.0,474,93,Retail,0.5
932,5,5,6.73,157,53,Retail,1.0
933,11,6,12.08,463,36,Manufacturing,0.5454545454545454
934,6,6,1.39,427,52,Tech,1.0
935,10,7,0.0,200,13,Retail,0.7
936,5,5,0.0,189,72,Finance,1.0
937,9,5,0.0,295,23,Retail,0.5555555555555556
938,6,6,8.07,64,13,Tech,1.0
939,5,5,0.0,335,65,Health,1.0
940,6,6,1.24,164,84,Health,1.0
941,8,6,0.0,435,95,Retail,0.75
942,11,6,3.14,272,13,Manufacturing,0.5454545454545454
943,7,6,5.73,203,4,Finance,0.8571428571428571
944,5,5,6.93,377,76,Manufacturing,1.0
945,10,8,0.0,307,70,Tech,0.8
946,10,7,0.0,312,83,Tech,0.7
947,9,8,0.0,419,85,Tech,0.8888888888888888
948,5,5,7.05,260,4,Manufacturing,1.0
949,6,5,7.99,155,22,Retail,0.8333333333333334
950,10,6,7.09,413,75,Retail,0.6
951,5,5,2.35,291,40,Retail,1.0
952,6,5,4.03,93,69,Tech,0.8333333333333334
953,7,7,0.0,382,75,Tech,1.0
954,7,7,7.26,431,16,Tech,1.0
955,10,5,4.48,284,43,Retail,0.5
956,10,7,1.72,428,40,Retail,0.7
957,6,6,0.91,188,46,Manufacturing,1.0
958,5,5,0.0,92,15,Tech,1.0
959,10,7,0.0,481,21,Manufacturing,0.7
960,6,5,6.43,391,97,Health,0.8333333333333334
961,10,6,0.0,435,85,Manufacturing,0.6
962,10,6,6.51,444,74,Health,0.6
963,8,5,0.74,388,43,Retail,0.625
964,9,5,1.22,414,42,Manufacturing,0.5555555555555556
965,5,5,0.0,336,74,Retail,1.0
966,8,7,0.0,223,70,Tech,0.875
967,8,6,6.83,324,24,Manufacturing,0.75
968,11,6,0.0,268,64,Tech,0.5454545454545454
969,5,5,2.45,430,1,Manufacturing,1.0
970,9,8,2.95,402,33,Manufacturing,0.8888888888888888
971,6,6,3.47,444,23,Manufacturing,1.0
972,10,6,11.83,176,68,Manufacturing,0.6
973,5,5,3.1,412,37,Manufacturing,1.0
974,5,5,0.0,324,57,Tech,1.0
975,9,8,0.0,354,17,Health,0.8888888888888888
976,8,7,0.0,302,4,Finance,0.875
977,11,7,5.54,471,44,Tech,0.6363636363636364
978,11,6,0.0,120,7,Manufacturing,0.5454545454545454
979,5,5,0.0,468,82,Finance,1.0
980,7,6,4.2,403,29,Manufacturing,0.8571428571428571
981,10,5,2.6,210,47,Retail,0.5
982,10,8,5.87,184,44,Tech,0.8
983,8,8,0.0,130,75,Tech,1.0
984,9,7,0.0,292,74,Health,0.7777777777777778
985,9,5,10.41,156,49,Finance,0.5555555555555556
986,9,8,0.0,489,55,Health,0.8888888888888888
987,9,6,5.74,69,21,Retail,0.6666666666666666
988,9,7,0.77,411,98,Finance,0.7777777777777778
989,10,6,0.0,412,23,Health,0.6
990,10,5,13.18,212,37,Health,0.5
991,7,7,6.69,413,26,Manufacturing,1.0
992,10,7,6.65,190,89,Retail,0.7
993,5,5,0.0,212,3,Finance,1.0
994,11,6,7.58,432,99,Tech,0.5454545454545454
995,10,7,0.0,150,2,Tech,0.7
996,10,8,0.0,185,74,Tech,0.8
997,9,5,12.51,389,80,Tech,0.5555555555555556
998,6,5,0.0,481,80,Manufacturing,0.8333333333333334
999,9,7,11.91,461,50,Retail,0.7777777777777778
1000,7,6,0.21,320,4,Finance,0.8571428571428571
1001,10,8,0.0,495,43,Tech,0.8
1002,10,7,3.5,94,81,Finance,0.7
1003,11,6,12.43,214,46,Retail,0.5454545454545454
1004,6,5,6.39,72,66,Health,0.8333333333333334
1005,8,7,6.79,248,53,Finance,0.875
1006,10,8,5.01,426,30,Tech,0.8
1007,8,5,7.67,244,21,Finance,0.625
1008,8,8,4.86,288,88,Health,1.0
1009,10,8,0.0,369,58,Health,0.8
1010,7,6,0.24,427,11,Tech,0.8571428571428571
1011,5,5,0.0,217,84,Manufacturing,1.0
1012,11,7,11.7,76,13,Health,0.6363636363636364
1013,8,7,8.34,244,79,Finance,0.875
1014,10,6,0.0,145,23,Retail,0.6
1015,11,5,8.86,327,11,Health,0.45454545454545453
1016,10,5,15.46,412,51,Retail,0.5
1017,7,6,0.0,428,5,Finance,0.8571428571428571
1018,7,5,4.39,324,5,Retail,0.7142857142857143
1019,5,5,8.71,119,64,Retail,1.0
1020,8,8,0.0,379,64,Retail,1.0
1021,9,8,4.98,127,89,Retail,0.8888888888888888
1022,10,6,0.0,440,83,Manufacturing,0.6
1023,6,5,11.61,122,16,Tech,0.8333333333333334
1024,7,7,11.23,367,24,Retail,1.0
1025,6,5,8.87,217,27,Finance,0.8333333333333334
1026,7,7,0.0,316,45,Retail,1.0
1027,7,5,9.82,136,11,Finance,0.7142857142857143
1028,10,6,9.93,436,77,Finance,0.6
1029,5,5,0.0,258,45,Tech,1.0
1030,11,5,11.3,291,48,Finance,0.45454545454545453
1031,6,5,0.0,288,62,Health,0.8333333333333334
1032,7,7,3.12,102,12,Retail,1.0
1033,8,6,0.0,237,58,Manufacturing,0.75
1034,6,5,0.0,341,46,Retail,0.8333333333333334
1035,11,6,0.0,156,68,Finance,0.5454545454545454
1036,7,5,6.22,344,96,Manufacturing,0.7142857142857143
1037,8,6,0.0,272,51,Manufacturing,0.75
1038,9,5,9.02,123,12,Finance,0.5555555555555556
1039,6,5,0.0,368,48,Tech,0.8333333333333334
1040,8,6,0.0,297,48,Health,0.75
1041,5,5,0.0,426,13,Retail,1.0
1042,10,8,7.01,280,65,Tech,0.8
1043,11,7,0.0,102,85,Health,0.6363636363636364
1044,5,5,2.44,476,37,Finance,1.0
1045,6,6,9.69,236,81,Tech,1.0
1046,11,8,3.66,288,83,Finance,0.7272727272727273
1047,8,6,0.0,326,92,Manufacturing,0.75
1048,5,5,0.0,390,7,Finance,1.0
1049,7,5,12.53,229,95,Finance,0.7142857142857143
1050,11,8,0.0,66,40,Tech,0.7272727272727273
1051,8,8,7.99,321,62,Retail,1.0
1052,6,5,2.82,249,91,Tech,0.8333333333333334
1053,8,5,12.73,63,4,Retail,0.625
1054,10,6,9.88,341,45,Tech,0.6
1055,7,5,13.25,275,10,Health,0.7142857142857143
1056,5,5,0.0,258,77,Tech,1.0
1057,11,8,8.75,282,22,Health,0.7272727272727273
1058,10,5,3.16,491,3,Manufacturing,0.5
1059,11,7,3.01,143,14,Tech,0.6363636363636364
1060,11,8,7.32,119,61,Finance,0.7272727272727273
1061,5,5,6.8,500,47,Health,1.0
1062,8,6,11.78,209,74,Manufacturing,0.75
1063,11,7,10.99,408,51,Health,0.6363636363636364
1064,6,5,0.0,89,90,Finance,0.8333333333333334
1065,7,5,0.73,254,69,Health,0.7142857142857143
1066,8,5,8.35,330,80,Retail,0.625
1067,8,8,0.0,132,84,Retail,1.0
1068,10,5,0.0,78,39,Finance,0.5
1069,8,8,0.0,134,15,Tech,1.0
1070,7,6,0.0,470,73,Finance,0.8571428571428571
1071,11,6,0.0,466,75,Retail,0.5454545454545454
1072,8,8,0.0,338,54,Manufacturing,1.0
1073,9,7,0.0,234,83,Manufacturing,0.7777777777777778
1074,5,5,0.0,66,89,Health,1.0
1075,5,5,7.98,272,68,Tech,1.0
1076,9,5,4.06,333,17,Health,0.5555555555555556
1077,9,7,0.16,464,62,Manufacturing,0.7777777777777778
1078,11,8,7.7,171,55,Health,0.7272727272727273
1079,11,6,0.0,217,21,Retail,0.5454545454545454
1080,5,5,10.1,123,69,Retail,1.0
1081,9,8,7.3,352,95,Health,0.8888888888888888
1082,11,8,0.0,379,61,Health,0.7272727272727273
1083,6,6,0.0,125,81,Manufacturing,1.0
1084,9,6,10.82,134,5,Manufacturing,0.6666666666666666
1085,7,6,12.6,283,36,Retail,0.8571428571428571
1086,8,5,3.99,136,76,Retail,0.625
1087,7,5,5.7,291,34,Tech,0.7142857142857143
1088,10,5,0.0,125,35,Tech,0.5
1089,10,5,13.54,115,45,Retail,0.5
1090,5,5,0.0,195,7,Health,1.0
1091,6,5,10.67,274,25,Manufacturing,0.8333333333333334
1092,11,6,6.92,72,14,Tech,0.5454545454545454
1093,11,7,5.93,320,49,Tech,0.6363636363636364
1094,11,5,7.3,70,93,Finance,0.45454545454545453
1095,6,6,0.0,205,14,Manufacturing,1.0
1096,6,6,0.0,184,78,Finance,1.0
1097,8,8,0.0,266,2,Tech,1.0
1098,11,8,0.0,325,27,Health,0.7272727272727273
1099,5,5,5.2,145,52,Health,1.0
1100,5,5,0.0,178,1,Manufacturing,1.0
1101,5,5,0.0,192,47,Retail,1.0
1102,9,6,11.46,81,70,Health,0.6666666666666666
1103,7,5,10.41,483,33,Retail,0.7142857142857143
1104,11,8,10.72,383,56,Finance,0.7272727272727273
1105,10,6,10.97,147,30,Manufacturing,0.6
1106,7,5,0.0,215,59,Tech,0.7142857142857143
1107,10,8,1.01,361,86,Health,0.8
1108,9,6,8.12,68,80,Health,0.6666666666666666
1109,8,8,3.94,379,82,Manufacturing,1.0
1110,7,7,0.0,89,97,Health,1.0
1111,6,6,8.01,244,37,Finance,1.0
1112,9,8,0.0,353,44,Retail,0.8888888888888888
1113,6,5,0.0,218,77,Tech,0.8333333333333334
1114,8,5,5.51,156,24,Health,0.625
1115,8,8,2.03,127,92,Manufacturing,1.0
1116,6,5,1.93,379,82,Manufacturing,0.8333333333333334
1117,8,8,0.0,362,9,Tech,1.0
1118,5,5,7.68,280,88,Retail,1.0
1119,6,5,0.0,308,77,Health,0.8333333333333334
1120,9,6,0.0,457,40,Retail,0.6666666666666666
